Course Link,Title,Short Description,Length,Effort,Price,Institution,Subject,Level,Language,Already Enrolled,,,
https://www.edx.org/course/circuits-and-electronics-1-basic-circuit-analysi-2,Circuits and Electronics 1: Basic Circuit Analysis,"Learn techniques that are foundational to the design of microchips used in smartphones, self-driving cars, computers, and the Internet.",5 Weeks,5-7 hours per week,$169 USD,MITx,Electronics,Introductory,English,47134,,,
https://www.edx.org/course/statistical-learning,Statistical Learning,"Learn some of the main tools used in statistical modeling and data science. We cover both traditional as well as exciting new methods, and how to use them in R.",9 Weeks,3-5 hours per week,$50 USD,StanfordOnline,Data Analysis & Statistics,Introductory,English,24318,,,
https://www.edx.org/course/cs50s-computer-science-for-business-professionals,CS50's Computer Science for Business Professionals,This is CS50’s introduction to computer science for business professionals.,6 Weeks,2-6 hours per week,$90 USD,HarvardX,Computer Science,Introductory,English,70095,,,
https://www.edx.org/course/el-cerebro-y-las-emociones-en-el-lenguaje,El cerebro y las emociones en el lenguaje,"Conoce cómo se procesa el contenido emocional de los estímulos que captamos con nuestros sentidos, para que puedas, de manera más consiente, producir, modular e interpretar el lenguaje emocional en la interacción con otros.",5 Weeks,4-5 hours per week,$49 USD,URosarioX,Communication,Introductory,Español,37507,,,
https://www.edx.org/course/introduction-to-investments,Introduction to Investments,Missing,5 Weeks,3-5 hours per week,"₹3,741",IIMBx,Business & Management,Intermediate,English,88557,,,
https://www.edx.org/course/people-management,People Management,Missing,6 Weeks,2-4 hours per week,$150 USD,IIMBx,Business & Management,Introductory,English,110454,,,
https://www.edx.org/course/introduction-to-project-management,Introduction to Project Management,Learn the principles of project management and apply them in your own work and life.,6 Weeks,2-3 hours per week,$199 USD,AdelaideX,Business & Management,Introductory,English,293272,,,
https://www.edx.org/course/us-public-policy-social-economic-and-foreign-polic,"U.S. Public Policy: Social, Economic, and Foreign Policies",Learn about public policy in America and the dynamics of American politics.,4 Weeks,2-4 hours per week,$49 USD,HarvardX,Social Sciences,Introductory,English,39350,,,
https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matte-2,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),"Top chefs and Harvard researchers explore how traditional and modernist cooking techniques can illuminate basic principles in chemistry, physics, and engineering. Learn about elasticity, viscosity, mayonnaise, baking, and more!",16 Weeks,2-3 hours per week,$99 USD,HarvardX,Physics,Introductory,English,60240,,,
https://www.edx.org/course/do-your-venture-entrepreneurship-for-everyone,DO Your Venture: Entrepreneurship For Everyone,Missing,6 Weeks,3-4 hours per week,$150 USD,IIMBx,Business & Management,Introductory,English,60925,,,
https://www.edx.org/course/malariax-defeating-malaria-from-the-genes-to-the-g,MalariaX: Defeating Malaria from the Genes to the Globe,"How can we eradicate malaria? Explore cutting-edge science and technology, and examine policies needed, to control and eliminate malaria.",8 Weeks,3-5 hours per week,$49 USD,HarvardX,Biology & Life Sciences,Intermediate,English,35509,,,
https://www.edx.org/course/upper-intermediate-english-business,Upper-Intermediate English: Business and Industry,"Take your English language skills to the next level. Learn how to write letters, use appropriate verbal tenses and enhance your vocabulary and grammar, all within the context of business.",4 Weeks,3-5 hours per week,$50 USD,UPValenciaX,Language,Intermediate,English,99956,,,
https://www.edx.org/course/six-sigma-define-and-measure,Six Sigma: Define and Measure,"An introduction to the Six Sigma methodology and the DMAIC cycle for process improvement with a focus on the Define and Measure phases, including basic statistics for understanding sampling plans and calculating process capability.",8 Weeks,3-4 hours per week,$99 USD,TUMx,Business & Management,Introductory,English,88623,,,
https://www.edx.org/course/human-anatomy,Human Anatomy,The first MOOC to teach Human Anatomy from multiple healthcare professional perspectives through a case-based study of stroke.,8 Weeks,2-4 hours per week,$139 USD,HKPolyUx,Medicine,Introductory,English,122240,,,
https://www.edx.org/course/the-opioid-crisis-in-america,The Opioid Crisis in America,"Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.",10 Weeks,1-2 hours per week,$99 USD,HarvardX,Medicine,Introductory,English,52883,,,
https://www.edx.org/course/emsat-english-preparation-level-1,EmSAT English Preparation - Level 1,"This Comprehension and Production course focuses on the pre-intermediate level and develops the learner’s reading, listening and study skills. Learners focus on high frequency and academic vocabulary, in addition to being introduced to the EmSAT exam structure.",6 Weeks,2-3 hours per week,$49 USD,UAEUX,Language,Introductory,English,24684,,,
https://www.edx.org/course/javascript-introduction,JavaScript Introduction,"Learn JavaScript, a Web development programming language, to add interactivity to your Web pages, and become an expert Web developer.",5 Weeks,6-8 hours per week,$199 USD,W3Cx,Computer Science,Introductory,English,155857,,,
https://www.edx.org/course/marketing-analytics-competitive-analysis-and-marke,Marketing Analytics: Competitive Analysis and Market Segmentation,Missing,4 Weeks,5-7 hours per week,$249 USD,BerkeleyX,Computer Science,Intermediate,English,68539,,,
https://www.edx.org/course/shakespeares-othello-the-moor,Shakespeare’s Othello: The Moor,Explore acts of storytelling in Shakespeare's Othello alongside world-class artists who interpret Othello's story in new forms and contexts today.,4 Weeks,5-7 hours per week,$49 USD,HarvardX,Humanities,Introductory,English,30957,,,
https://www.edx.org/course/basic-spanish-2-one-step-further,Basic Spanish 2: One Step Further,Missing,4 Weeks,4-5 hours per week,$50 USD,UPValenciaX,Language,Introductory,English,65014,,,
https://www.edx.org/course/drawing-nature-science-and-culture-natural-history,"Drawing Nature, Science and Culture: Natural History Illustration 101",Learn how to see and draw nature like an illustrator. Build observational and visual interpretation skills in an interactive and enjoyable way.,6 Weeks,3-6 hours per week,$49 USD,NewcastleX,Art & Culture,Introductory,English,117906,,,
https://www.edx.org/course/using-email-for-networking-in-english,Using Email for Networking in English,"Improve your writing skills. Write effective emails including great subject lines, greetings, and closings. You’ll be more confident as you communicate for business, send messages, expand your network, and search for jobs in English.",4 Weeks,3-5 hours per week,$149 USD,UWashingtonX,Language,Introductory,English,54713,,,
https://www.edx.org/course/upper-intermediate-english-globalization,Upper-Intermediate English: Business and Globalization,"Learn how to write letters, use appropriate verbal tenses and enhance your English vocabulary and grammar, all within the context of globalization.",4 Weeks,3-5 hours per week,$50 USD,UPValenciaX,Language,Intermediate,English,55489,,,
https://www.edx.org/course/data-analysis-in-power-bi,Analyzing and Visualizing Data with Power BI,Step up your analytics game and learn one of the most in-demand job skills in the United States.,4 Weeks,10-20 hours per week,$99 USD,DavidsonX,Data Analysis & Statistics,Introductory,English,21250,,,
https://www.edx.org/course/chasing-your-dream-how-to-end-procrastination-and,Chasing your Dream: How to End Procrastination and Get a Job You Love,"According to the old saying, ""Choose a job you love, and you will never have to work a day in your life."" This courseis geared toward helping you find real purpose in your work and becoming the best version of yourself.",5 Weeks,2-6 hours per week,$49 USD,MEPhIx,Communication,Introductory,English,42183,,,
https://www.edx.org/course/the-foundations-of-happiness-at-work,The Foundations of Happiness at Work,Learn why happiness at work matters and how to increase it within yourself and across your organization.,4 Weeks,2-3 hours per week,$199 USD,BerkeleyX,Business & Management,Introductory,English,63796,,,
https://www.edx.org/course/empathy-and-emotional-intelligence-at-work,Empathy and Emotional Intelligence at Work,"Learn research-based skills to strengthen empathy and trust, improve collaboration, and create more innovative, productive, and satisfying experiences at work.",4 Weeks,1-2 hours per week,$199 USD,BerkeleyX,Business & Management,Introductory,English,41665,,,
https://www.edx.org/course/covid-19-abordaje-inicial-del-paciente-con-infeccion-por-covid-19,COVID - 19: Abordaje inicial del paciente con infección por Covid-19,Este curso en línea busca hacer una introducción de los principales aspectos relacionados con el Coronavirus COVID-19.,1 Weeks,3-5 hours per week,$10 USD,JaverianaX,Medicine,Introductory,Español,20015,,,
https://www.edx.org/course/mandarin-chinese-level-1,Mandarin Chinese Level 1,"Mandarin Chinese is rapidly becoming one of the top languages to learn, especially for business. Learnbasic language skills for business scenarios in Mandarin-speaking countries.",6 Weeks,4-10 hours per week,$149 USD,MandarinX,Language,Introductory,English,51684,,,
https://www.edx.org/course/querying-data-with-transact-sql-2,Querying Data with Transact-SQL,"From querying and modifying data in SQL Server or Azure SQL to programming with Transact-SQL, learn essential skills that employers need.",6 Weeks,4-5 hours per week,$99 USD,Microsoft,Computer Science,Intermediate,English,235758,,,
https://www.edx.org/course/administracion-publica-y-fiscal-como-se-gestiona-u,Administración pública y fiscal: cómo se gestiona un gobierno,Aprenderás de manera sencilla y cercana como se mide la calidad de la administración pública y fiscal de tu pais y verás en que lugar se encuentra respecto al resto de América Latina y el Caribe.,10 Weeks,3-4 hours per week,"₹1,870",IDBx,Economics & Finance,Introductory,Español,47665,,,
https://www.edx.org/course/contemporary-china-the-peoples-republic-taiwan-and,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",Use the case study method to study China from the rise of Deng Xiaoping to the present.,15 Weeks,1-3 hours per week,$139 USD,HarvardX,History,Introductory,English,66113,,,
https://www.edx.org/course/psychology-of-personal-growth,Psychology of Personal Growth,Learn to understand personal growth from a comparative perspective.,6 Weeks,2-3 hours per week,$50 USD,HKUSTx,Social Sciences,Introductory,English,https://prod-discovery.edx-cdn.org/media/course/image/07d7ae26-cc26-43df-a427-40488e08abcb-b0790aebc237.small.jpg,54055,,
