X_key,Course.ID,EntityType,Name,Length..Hours.,Avg..User.Rating,Total.Enrollments,Total.Ratings,Organiser,Difficulty,Public.URL
bRPXgjY9EeW6RApRXdjJPw,bRPXgjY9EeW6RApRXdjJPw,COURSE,Functional Programming Principles in Scala,23,4.803242769500438,161516,6846,École Polytechnique Fédérale de Lausanne,Intermediate,https://www.coursera.org/learn/progfun1
Hdkvqa-VEeemsBI74hnnzA,Hdkvqa-VEeemsBI74hnnzA,COURSE,Reliable Cloud Infrastructure: Design and Process,12,4.72860507720492,34292,3821,Google Cloud,Intermediate,https://www.coursera.org/learn/cloud-infrastructure-design-process
7jEat7ioEeWfYA612mWHZw,7jEat7ioEeWfYA612mWHZw,COURSE,Introduction to Systematic Review and Meta-Analysis,17,4.757975034674064,55829,1442,Johns Hopkins University,Mixed,https://www.coursera.org/learn/systematic-review
yOZEQ3lwEeWb-BLhFdaGww,yOZEQ3lwEeWb-BLhFdaGww,COURSE,Data Structures,27,4.659470468431772,102329,2455,"National Research University Higher School of Economics, University of California San Diego",Intermediate,https://www.coursera.org/learn/data-structures
pH0L4fT5EeSvDyIAC12Nyg,pH0L4fT5EeSvDyIAC12Nyg,COURSE,Guitar for Beginners,22,4.761998685075608,154442,1521,Berklee College of Music,Mixed,https://www.coursera.org/learn/guitar
hD6_KEj5Eeawjgp7XHTShQ,hD6_KEj5Eeawjgp7XHTShQ,COURSE,Fundamentos de Excel para Negocios,15,4.733566026759744,116651,1719,Universidad Austral,Beginner,https://www.coursera.org/learn/excel-para-negocios
VIUTXB0IEea20BJooCBlFw,VIUTXB0IEea20BJooCBlFw,COURSE,Think Again I: How to Understand Arguments,14,4.646332046332047,153012,1295,Duke University,Beginner,https://www.coursera.org/learn/understanding-arguments
QEXoJRBmEeWhsgqB1eduww,QEXoJRBmEeWhsgqB1eduww,COURSE,A Life of Happiness and Fulfillment,33,4.791473317865429,264594,3448,Indian School of Business,Mixed,https://www.coursera.org/learn/happiness
B7S6P6yjEeaPvQ5eOPtN_A,B7S6P6yjEeaPvQ5eOPtN_A,COURSE,Front-End Web UI Frameworks and Tools: Bootstrap 4,30,4.786898839137646,54782,2412,The Hong Kong University of Science and Technology,Intermediate,https://www.coursera.org/learn/bootstrap-4
U-SKLJVlEeWF6gpQJiw6hQ,U-SKLJVlEeWF6gpQJiw6hQ,COURSE,"Cameras, Exposure, and Photography",17,4.715700141442715,116402,2121,Michigan State University,Mixed,https://www.coursera.org/learn/exposure-photography
Mz1ninIDEeeWCg71xNIlJg,Mz1ninIDEeeWCg71xNIlJg,COURSE,How to Win a Data Science Competition: Learn from Top Kagglers,46,4.727155727155727,52438,777,National Research University Higher School of Economics,Advanced,https://www.coursera.org/learn/competitive-data-science
qi9mnkIJEeWC4g7VhG4bTQ,qi9mnkIJEeWC4g7VhG4bTQ,COURSE,Machine Learning Foundations: A Case Study Approach,24,4.642477492135806,207637,9219,University of Washington,Mixed,https://www.coursera.org/learn/ml-foundations
5mAuak8zEemKoQ4qeYq26g,5mAuak8zEemKoQ4qeYq26g,COURSE,Convolutional Neural Networks in TensorFlow,8,4.710606721955478,31490,2291,deeplearning.ai,Intermediate,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow
CEwR00UZEeWb8RJf7Z1H0w,CEwR00UZEeWb8RJf7Z1H0w,COURSE,Introduction to the Internet of Things and Embedded Systems,14,4.643540669856459,112253,5016,"University of California, Irvine",Mixed,https://www.coursera.org/learn/iot
XupniISSEeWcSw7mZ7gPOw,XupniISSEeWcSw7mZ7gPOw,COURSE,Foundations of Everyday Leadership,16,4.800451467268623,48388,2215,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/everyday-leadership-foundation
qDmY1BRlEemltgqXz7ze5A,qDmY1BRlEemltgqXz7ze5A,COURSE,Fundamentals of Reinforcement Learning,19,4.779151943462898,13339,566,"University of Alberta, Alberta Machine Intelligence Institute",Intermediate,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning
41f7CjlXEeWYbg7p2_3OHQ,41f7CjlXEeWYbg7p2_3OHQ,COURSE,Inspiring and Motivating Individuals,19,4.767713365539453,71027,2484,University of Michigan,Mixed,https://www.coursera.org/learn/motivate-people-teams
0A7WBYfuEemoiA62n0CmxA,0A7WBYfuEemoiA62n0CmxA,COURSE,"Sequences, Time Series and Prediction",8,4.633242999096658,17437,1107,deeplearning.ai,Intermediate,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction
ct7G8DVLEeWfzhKP8GtZlQ,ct7G8DVLEeWfzhKP8GtZlQ,COURSE,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),19,4.904894327030034,83361,1798,Hebrew University of Jerusalem,Mixed,https://www.coursera.org/learn/build-a-computer
XvJBLJVHEea0-w59UvC4Ag,XvJBLJVHEea0-w59UvC4Ag,COURSE,Financial Accounting Fundamentals,20,4.832669322709164,40890,753,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-financial-accounting
Gn2FwjeBEeSauSIAC0iVUQ,Gn2FwjeBEeSauSIAC0iVUQ,COURSE,Understanding the Brain: The Neurobiology of Everyday Life,49,4.883763837638376,100424,1084,The University of Chicago,Beginner,https://www.coursera.org/learn/neurobiology
d64E7li7EeWylgpjfV1KVQ,d64E7li7EeWylgpjfV1KVQ,COURSE,Teach English Now! Theories of Second Language Acquisition,15,4.88343732274532,36102,3526,Arizona State University,Mixed,https://www.coursera.org/learn/language-theories
1ndQqNPxEeSloiIAC3kKUw,1ndQqNPxEeSloiIAC3kKUw,COURSE,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",3,4.334300451321728,255186,6204,"University of California, Irvine",Mixed,https://www.coursera.org/learn/work-smarter-not-harder
-qAWU5qYEeWdIQqYUkH3aw,-qAWU5qYEeWdIQqYUkH3aw,COURSE,Seeing Through Photographs,16,4.749891821722199,234670,2311,The Museum of Modern Art,Mixed,https://www.coursera.org/learn/photography
kbmiwPT-EeSW1SIAC3oCCQ,kbmiwPT-EeSW1SIAC3oCCQ,COURSE,Model Thinking,33,4.781228899392302,113503,1481,University of Michigan,Mixed,https://www.coursera.org/learn/model-thinking
1ZacN53KEeWlGQ5Xb9b0kw,1ZacN53KEeWlGQ5Xb9b0kw,COURSE,Fundamentals of Quantitative Modeling,10,4.637582417582418,94077,4550,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-quantitative-modeling
FSd9z6fsEei1AAo9TgayGg,FSd9z6fsEei1AAo9TgayGg,COURSE,Nutrición y obesidad: control de sobrepeso,11,4.769325153374234,44202,815,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso
aExbjXArEemCphJjS7gqYA,aExbjXArEemCphJjS7gqYA,COURSE,Hacking Exercise For Health. The surprising new science of fitness.,10,4.754901960784314,14587,102,McMaster University,Beginner,https://www.coursera.org/learn/hacking-exercise-health
blRLgKLDEeeMNA6V0QN2ag,blRLgKLDEeeMNA6V0QN2ag,COURSE,Natural Language Processing,34,4.581481481481482,48713,540,National Research University Higher School of Economics,Advanced,https://www.coursera.org/learn/language-processing
dDoFzLi8EeW-DxJ4SAJAhQ,dDoFzLi8EeW-DxJ4SAJAhQ,COURSE,Data-driven Decision Making,11,4.5832934418382,105117,4178,PwC,Beginner,https://www.coursera.org/learn/decision-making
7_wUMCBSEeW5Rwo0txKkgQ,7_wUMCBSEeW5Rwo0txKkgQ,COURSE,Introducción a Data Science: Programación Estadística con R,14,4.720936213991769,119738,3888,Universidad Nacional Autónoma de México,Beginner,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r
WhMdfX8-EeWkMQ6S5uJulw,WhMdfX8-EeWkMQ6S5uJulw,COURSE,Viral Marketing and How to Craft Contagious Content,6,4.736294240111034,93781,2882,University of Pennsylvania,Mixed,https://www.coursera.org/learn/wharton-contagious-viral-marketing
SJTI2NZhEeWlbRINEfdsnw,SJTI2NZhEeWlbRINEfdsnw,COURSE,Tricky American English Pronunciation,19,4.696857670979667,68579,541,"University of California, Irvine",Beginner,https://www.coursera.org/learn/tricky-american-english-pronunciation
RcnRZHHtEeWxvQr3acyajw,RcnRZHHtEeWxvQr3acyajw,COURSE,Математика и Python для анализа данных,28,4.797142238579779,60640,4619,"E-Learning Development Fund, Moscow Institute of Physics and Technology, Yandex",Beginner,https://www.coursera.org/learn/mathematics-and-python
xfaXlhvMEeeK5RKT8BCCCA,xfaXlhvMEeeK5RKT8BCCCA,COURSE,Fashion as Design,21,4.853528628495339,66660,751,The Museum of Modern Art,Beginner,https://www.coursera.org/learn/fashion-design
OUTGOrvTEeWuCAqiwoZfSw,OUTGOrvTEeWuCAqiwoZfSw,COURSE,Introduction to Data Analysis Using Excel,12,4.689492325855962,78624,3388,Rice University,Mixed,https://www.coursera.org/learn/excel-data-analysis
-634YPnoEeaOTwrEsgnL9g,-634YPnoEeaOTwrEsgnL9g,COURSE,Programming Fundamentals,15,4.687335092348285,43340,1516,Duke University,Beginner,https://www.coursera.org/learn/programming-fundamentals
a_xPWXNVEeWxvQr3acyajw,a_xPWXNVEeWxvQr3acyajw,COURSE,Regression Models,17,4.426803394625177,87099,2828,Johns Hopkins University,Mixed,https://www.coursera.org/learn/regression-models
fEHS45vFEeaF3g7NeAQepg,fEHS45vFEeaF3g7NeAQepg,COURSE,"Algorithms, Part II",36,4.957948717948718,110470,975,Princeton University,Intermediate,https://www.coursera.org/learn/algorithms-part2
myQGkjlZEeWJaxK5AT4frw,myQGkjlZEeWJaxK5AT4frw,COURSE,Influencing People,14,4.725448334756618,117162,2342,University of Michigan,Mixed,https://www.coursera.org/learn/influencing-people
Fk0RyfhqEeaQswpW71qb2A,Fk0RyfhqEeaQswpW71qb2A,COURSE,Digital Product Management: Modern Fundamentals,19,4.743006993006993,42168,1144,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-digital-product-management
wAOL80JGEeWBrBIWi3mmCw,wAOL80JGEeWBrBIWi3mmCw,COURSE,Digital Signal Processing,31,4.727422003284072,55501,609,École Polytechnique Fédérale de Lausanne,Intermediate,https://www.coursera.org/learn/dsp
f8wh4qQ-EeWF3A6Yvo0Lpw,f8wh4qQ-EeWF3A6Yvo0Lpw,COURSE,English Composition I,32,4.591885441527446,166068,419,Duke University,Beginner,https://www.coursera.org/learn/english-composition
VcGV0kxGEeWKRQoYMLwAUw,VcGV0kxGEeWKRQoYMLwAUw,COURSE,Fundamentals of Project Planning and Management,12,4.70406852248394,98398,2335,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-project-management
7G9QP_fWEeiRYAoJyynoUg,7G9QP_fWEeiRYAoJyynoUg,COURSE,Preparing for the Google Cloud Professional Cloud Architect Exam,15,4.584867075664621,19461,489,Google Cloud,Advanced,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam
vIC_m1i_EeWzUQ41NnCQkQ,vIC_m1i_EeWzUQ41NnCQkQ,COURSE,Teach English Now! Lesson Design and Assessment,19,4.901673640167364,29331,2390,Arizona State University,Mixed,https://www.coursera.org/learn/lesson-design
u_Rrw_tfEeSuiSIACwuNww,u_Rrw_tfEeSuiSIACwuNww,COURSE,Digital Analytics for Marketing Professionals: Marketing Analytics in Theory,13,4.532498307379824,66215,2954,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/marketing-analytics
k9LPPi_EEeWv_w7cMMH1Uw,k9LPPi_EEeWv_w7cMMH1Uw,COURSE,Bitcoin and Cryptocurrency Technologies,18,4.686989918386942,350706,2083,Princeton University,Mixed,https://www.coursera.org/learn/cryptocurrency
3UY0FCmGEeWFggqB2SRvtQ,3UY0FCmGEeWFggqB2SRvtQ,COURSE,"The Modern World, Part One: Global History from 1760 to 1910",25,4.785987261146497,110033,1570,University of Virginia,Beginner,https://www.coursera.org/learn/modern-world
Ckas6KfpEeS3eyIACw6YLg,Ckas6KfpEeS3eyIACw6YLg,COURSE,Computer Architecture,18,4.807522123893805,92777,452,Princeton University,Advanced,https://www.coursera.org/learn/comparch
q78Cq1x8EeW9BBKT5ztNhQ,q78Cq1x8EeW9BBKT5ztNhQ,COURSE,Introduction to the Biology of Cancer,9,4.756426464391066,88136,2373,Johns Hopkins University,Beginner,https://www.coursera.org/learn/cancer
PLnREdJzEeSeOiIACzWBkQ,PLnREdJzEeSeOiIACzWBkQ,COURSE,Project Management: The Basics for Success,9,4.529153719612502,225460,5471,"University of California, Irvine",Mixed,https://www.coursera.org/learn/project-management-basics
5TWYj6aKEeSKZCIACymNCQ,5TWYj6aKEeSKZCIACymNCQ,COURSE,How Things Work: An Introduction to Physics,17,4.749,142365,1000,University of Virginia,Intermediate,https://www.coursera.org/learn/how-things-work
yG1EARC8EeiWoAqBnMlvMg,yG1EARC8EeiWoAqBnMlvMg,COURSE,Front-End Web Development with React,33,4.742462311557789,28034,796,The Hong Kong University of Science and Technology,Intermediate,https://www.coursera.org/learn/front-end-react
XZomz77LEeWn1ApTWZT9Yw,XZomz77LEeWn1ApTWZT9Yw,COURSE,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),27,4.454954954954955,49572,444,Michigan State University,Mixed,https://www.coursera.org/learn/script-writing
5zjIsJq-EeW_wArffOXkOw,5zjIsJq-EeW_wArffOXkOw,COURSE,Vital Signs: Understanding What the Body Is Telling Us,16,4.788394415357766,146923,2292,University of Pennsylvania,Mixed,https://www.coursera.org/learn/vital-signs
57qeWvNFEeiLsQ7UWwj8jA,57qeWvNFEeiLsQ7UWwj8jA,COURSE,Object-Oriented Data Structures in C++,18,4.769047619047619,9953,420,University of Illinois at Urbana-Champaign,Intermediate,https://www.coursera.org/learn/cs-fundamentals-1
pNXe13ICEeeBKg4MjLYj6A,pNXe13ICEeeBKg4MjLYj6A,COURSE,Introduction to Deep Learning,35,4.610619469026549,55893,1243,National Research University Higher School of Economics,Advanced,https://www.coursera.org/learn/intro-to-deep-learning
jGXwIRzoEeaoZw7o_-9AqQ,jGXwIRzoEeaoZw7o_-9AqQ,COURSE,Learn to Speak Korean 1,14,4.877485222998388,72262,1861,Yonsei University,Beginner,https://www.coursera.org/learn/learn-speak-korean1
hESqA3EhEeWIfhKr_WcYsQ,hESqA3EhEeWIfhKr_WcYsQ,COURSE,Fundamentals of GIS,20,4.838590604026845,74125,2980,"University of California, Davis",Beginner,https://www.coursera.org/learn/gis
hbvvfJLaEeWBSw79YYA_8Q,hbvvfJLaEeWBSw79YYA_8Q,COURSE,Psychological First Aid,7,4.758702264278472,101207,2959,Johns Hopkins University,Mixed,https://www.coursera.org/learn/psychological-first-aid
p2jYHVPxEein9xItvIlMSA,p2jYHVPxEein9xItvIlMSA,COURSE,Introduction to Self-Driving Cars,26,4.772495755517827,20345,589,University of Toronto,Advanced,https://www.coursera.org/learn/intro-self-driving-cars
bGZkCuIJEeSqWiIAC0gGHw,bGZkCuIJEeSqWiIAC0gGHw,COURSE,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,12,4.463358070500927,65216,2156,University of Illinois at Urbana-Champaign,Mixed,https://www.coursera.org/learn/digital-analytics
I5rpKhnoEeWnbwoiFA2iGw,I5rpKhnoEeWnbwoiFA2iGw,COURSE,Business Metrics for Data-Driven Companies,14,4.559688274884874,137440,5646,Duke University,Mixed,https://www.coursera.org/learn/analytics-business-metrics
6nKPTBHoEea7axIlQHzY1Q,6nKPTBHoEea7axIlQHzY1Q,COURSE,Introduction to Big Data,16,4.555944055944056,136084,5720,University of California San Diego,Mixed,https://www.coursera.org/learn/big-data-introduction
MhlnlfD8EeesnRJUyZNfHA,MhlnlfD8EeesnRJUyZNfHA,COURSE,Agile with Atlassian Jira,12,4.672607879924954,25388,1066,Atlassian,Beginner,https://www.coursera.org/learn/agile-atlassian-jira
MFaw7sV2Eee5rApLdx8b-g,MFaw7sV2Eee5rApLdx8b-g,COURSE,"Excel/VBA for Creative Problem Solving, Part 1",20,4.859742228961334,42183,1319,University of Colorado Boulder,Beginner,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
ERjY4rTHEeSK3SIACw8Xnw,ERjY4rTHEeSK3SIACw8Xnw,COURSE,Pensamiento Científico,13,4.725749559082892,83441,1134,Universidad Nacional Autónoma de México,Mixed,https://www.coursera.org/learn/ciencia
pIODBrinEea7HhLAXRS5cg,pIODBrinEea7HhLAXRS5cg,COURSE,Everyday Parenting: The ABCs of Child Rearing,15,4.899253731343284,60797,804,Yale University,Beginner,https://www.coursera.org/learn/everyday-parenting
oXasXIY_EeeL9BLE3sEj-g,oXasXIY_EeeL9BLE3sEj-g,COURSE,Mathematics for Machine Learning: Multivariate Calculus,22,4.710537276134944,39424,2401,Imperial College London,Beginner,https://www.coursera.org/learn/multivariate-calculus-machine-learning
y20FTlDPEeWMlwoziUhyxQ,y20FTlDPEeWMlwoziUhyxQ,COURSE,Marketing Analytics,24,4.577854671280277,92976,1156,University of Virginia,Beginner,https://www.coursera.org/learn/uva-darden-market-analytics
n2zunIlgEeWSMw6QLoDNsQ,n2zunIlgEeWSMw6QLoDNsQ,COURSE,An Introduction to Interactive Programming in Python (Part 1),30,4.827442827442828,146279,2405,Rice University,Mixed,https://www.coursera.org/learn/interactive-python-1
xS0pKcAFEeeMdgrf69Tp8A,xS0pKcAFEeeMdgrf69Tp8A,COURSE,Version Control with Git,12,4.75,30558,792,Atlassian,Mixed,https://www.coursera.org/learn/version-control-with-git
2RGeY3RDEeatvg5z1JaMJw,2RGeY3RDEeatvg5z1JaMJw,COURSE,Data Science Math Skills,16,4.4974988631196,82065,2199,Duke University,Beginner,https://www.coursera.org/learn/datasciencemathskills
YiRLBRFqEeaRgQ4evS8KlQ,YiRLBRFqEeaRgQ4evS8KlQ,COURSE,Finance for Non-Finance Professionals,17,4.8266438941076,54383,1171,Rice University,Beginner,https://www.coursera.org/learn/finance-for-non-finance
onanI5PsEeic_hJxqQLlmg,onanI5PsEeic_hJxqQLlmg,COURSE,Kotlin for Java Developers,19,4.674054758800522,25678,767,JetBrains,Intermediate,https://www.coursera.org/learn/kotlin-for-java-developers
TIDJWBwuEeWP9g4JMjGIiQ,TIDJWBwuEeWP9g4JMjGIiQ,COURSE,Teach English Now! Foundational Principles,18,4.89268805891636,71267,5703,Arizona State University,Mixed,https://www.coursera.org/learn/english-principles
Is9jHhyKEeaHoAovRHhd_Q,Is9jHhyKEeaHoAovRHhd_Q,COURSE,Understanding Einstein: The Special Theory of Relativity,41,4.861146496815286,76524,1570,Stanford University,Beginner,https://www.coursera.org/learn/einstein-relativity
mKzzYp5YEeWVBgpelZA5Jw,mKzzYp5YEeWVBgpelZA5Jw,COURSE,Build Your First Android App (Project-Centered Course),19,4.34319526627219,157428,676,CentraleSupélec,Mixed,https://www.coursera.org/learn/android-app
yC0iaOrHEeSb-yIACwuKNg,yC0iaOrHEeSb-yIACwuKNg,COURSE,Introduction to Electronics,33,4.672972972972973,86356,740,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/electronics
qlzTMpLuEeWF6gpQJiw6hQ,qlzTMpLuEeWF6gpQJiw6hQ,COURSE,Экономика для неэкономистов (Economics for non-economists),33,4.909433962264151,46055,795,National Research University Higher School of Economics,Beginner,https://www.coursera.org/learn/ekonomika-dlya-neekonomistov
Qqmr3fBKEeWLaBLI8fdMlw,Qqmr3fBKEeWLaBLI8fdMlw,COURSE,Bayesian Statistics: From Concept to Data Analysis,22,4.565077664702732,78707,1867,"University of California, Santa Cruz",Intermediate,https://www.coursera.org/learn/bayesian-statistics
2H8ExCTIEeWeDBJG1XrG0w,2H8ExCTIEeWeDBJG1XrG0w,COURSE,Introduction to Game Development,27,4.797472075249853,69358,3402,Michigan State University,Mixed,https://www.coursera.org/learn/game-development
TcSA6RwWEeWBKhJRV_B8Gw,TcSA6RwWEeWBKhJRV_B8Gw,COURSE,Introduction to User Experience Design,7,4.494635798983625,71315,1771,Georgia Institute of Technology,Beginner,https://www.coursera.org/learn/user-experience-design
FuHL-RuOEeSduyIAC0iV4g,FuHL-RuOEeSduyIAC0iV4g,COURSE,Economics of Money and Banking,44,4.854304635761589,64829,755,Columbia University,Mixed,https://www.coursera.org/learn/money-banking
fYg6EC_5EeWUWxIOAnoaFQ,fYg6EC_5EeWUWxIOAnoaFQ,COURSE,Fundamentals of Engineering Exam Review,42,4.667857142857143,38440,280,Georgia Institute of Technology,Mixed,https://www.coursera.org/learn/fe-exam
XEjjlXEkEeWhZxJhllGpHQ,XEjjlXEkEeWhZxJhllGpHQ,COURSE,Introduction to Search Engine Optimization,10,4.614784868611031,75089,3463,"University of California, Davis",Mixed,https://www.coursera.org/learn/search-engine-optimization
-DeBzORjEeSwliIAC3sMgg,-DeBzORjEeSwliIAC3sMgg,COURSE,Gestión Empresarial Exitosa para Pymes,12,4.801698513800424,134267,2355,Pontificia Universidad Católica de Chile,Mixed,https://www.coursera.org/learn/gestionempresarialpyme
iQZflcZ7EeOoFhIxOQQuEA,iQZflcZ7EeOoFhIxOQQuEA,COURSE,Child Nutrition and Cooking,9,4.738181162035366,340784,5542,Stanford University,Beginner,https://www.coursera.org/learn/childnutrition
Pl4ufpPXEeaNFwpTUaS5fQ,Pl4ufpPXEeaNFwpTUaS5fQ,COURSE,Основы разработки на C++: белый пояс,48,4.876995860437611,34532,1691,"E-Learning Development Fund, Moscow Institute of Physics and Technology, Yandex",Intermediate,https://www.coursera.org/learn/c-plus-plus-white
RGh8fgWwEeakgQ4xJu4oAw,RGh8fgWwEeakgQ4xJu4oAw,COURSE,Problem Solving with Excel,13,4.713732004429679,84698,3612,PwC,Beginner,https://www.coursera.org/learn/excel-analysis
JLygJMCgEeWP5g5dlaZx4w,JLygJMCgEeWP5g5dlaZx4w,COURSE,Introduction to Logic,22,4.474285714285714,130967,525,Stanford University,Intermediate,https://www.coursera.org/learn/logic-introduction
5D-g-HEiEeWKsgrp3VnvAw,5D-g-HEiEeWKsgrp3VnvAw,COURSE,Preparing to Manage Human Resources,19,4.76813880126183,51085,2536,University of Minnesota,Mixed,https://www.coursera.org/learn/managing-human-resources
